Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-06,3.5,0.11294387683193037,0.11294387683193037
2025-05-07,3.0,-0.08008747629900527,-0.08008747629900527
2025-05-11,2.0,-0.46615018256087654,-0.46615018256087654
2025-05-14,2.0,-0.46615018256087654,-0.46615018256087654
2025-05-18,5.25,0.7885536127902051,0.7885536127902051
2025-05-19,2.75,-0.1766031528644731,-0.1766031528644731
2025-05-20,5.25,0.7885536127902051,0.7885536127902051
2025-05-21,3.0,-0.08008747629900527,-0.08008747629900527
2025-05-22,2.75,-0.1766031528644731,-0.1766031528644731
2025-05-25,5.0,0.6920379362247373,0.6920379362247373
2025-05-26,3.25,0.016428200266462547,0.016428200266462547
2025-05-27,3.0,-0.08008747629900527,-0.08008747629900527
2025-05-28,6.5,1.2711319956175442,1.2711319956175442
2025-06-01,4.0,0.305975229962866,0.305975229962866
2025-06-02,2.25,-0.36963450599540876,-0.36963450599540876
2025-06-03,1.75,-0.5626658591263444,-0.5626658591263444
2025-06-04,2.25,-0.36963450599540876,-0.36963450599540876
2025-06-05,1.5,-0.6591815356918121,-0.6591815356918121
2025-06-08,3.0,-0.08008747629900527,-0.08008747629900527
2025-06-10,2.5,-0.2731188294299409,-0.2731188294299409
2025-06-15,4.0,0.305975229962866,0.305975229962866
2025-06-16,3.75,0.2094595533973982,0.2094595533973982
2025-06-17,3.25,0.016428200266462547,0.016428200266462547
2025-06-18,3.25,0.016428200266462547,0.016428200266462547
2025-06-19,1.75,-0.5626658591263444,-0.5626658591263444
2025-06-22,5.25,0.7885536127902051,0.7885536127902051
2025-06-23,2.25,-0.36963450599540876,-0.36963450599540876
2025-06-24,1.25,-0.75569721225728,-0.75569721225728
2025-06-25,2.75,-0.1766031528644731,-0.1766031528644731
2025-06-29,2.5,-0.2731188294299409,-0.2731188294299409
2025-06-30,3.0,-0.08008747629900527,-0.08008747629900527
2025-07-01,1.5,-0.6591815356918121,-0.6591815356918121
2025-07-02,2.5,-0.2731188294299409,-0.2731188294299409
2025-07-06,2.0,-0.46615018256087654,-0.46615018256087654
2025-07-07,2.0,-0.46615018256087654,-0.46615018256087654
2025-07-09,2.5,-0.2731188294299409,-0.2731188294299409
2025-07-10,2.75,-0.1766031528644731,-0.1766031528644731
2025-07-13,0.0,-1.2382755950846192,-1.2382755950846192
2025-07-14,2.25,-0.36963450599540876,-0.36963450599540876
2025-07-17,2.25,-0.36963450599540876,-0.36963450599540876
2025-07-20,0.0,-1.2382755950846192,-1.2382755950846192
2025-07-21,1.5,-0.6591815356918121,-0.6591815356918121
2025-07-22,2.0,-0.46615018256087654,-0.46615018256087654
2025-07-23,2.0,-0.46615018256087654,-0.46615018256087654
2025-07-24,1.25,-0.75569721225728,-0.75569721225728
2025-07-27,0.0,-1.2382755950846192,-1.2382755950846192
2025-07-28,1.5,-0.6591815356918121,-0.6591815356918121
2025-07-29,1.25,-0.75569721225728,-0.75569721225728
2025-08-03,0.0,-1.2382755950846192,-1.2382755950846192
2025-08-04,2.75,-0.1766031528644731,-0.1766031528644731
2025-08-05,1.5,-0.6591815356918121,-0.6591815356918121
2025-08-06,1.75,-0.5626658591263444,-0.5626658591263444
2025-08-10,0.0,-1.2382755950846192,-1.2382755950846192
2025-08-11,1.5,-0.6591815356918121,-0.6591815356918121
2025-08-13,2.0,-0.46615018256087654,-0.46615018256087654
2025-08-17,0.0,-1.2382755950846192,-1.2382755950846192
2025-08-18,2.25,-0.36963450599540876,-0.36963450599540876
2025-08-19,1.5,-0.6591815356918121,-0.6591815356918121
2025-08-20,1.5,-0.6591815356918121,-0.6591815356918121
2025-08-21,1.25,-0.75569721225728,-0.75569721225728
2025-08-24,0.0,-1.2382755950846192,-1.2382755950846192
2025-08-25,3.75,0.2094595533973982,0.2094595533973982
2025-08-26,1.0,-0.8522128888227478,-0.8522128888227478
2025-08-27,2.0,-0.46615018256087654,-0.46615018256087654
2025-08-31,0.0,-1.2382755950846192,-1.2382755950846192
2025-09-02,2.75,-0.1766031528644731,-0.1766031528644731
2025-09-03,1.5,-0.6591815356918121,-0.6591815356918121
2025-09-04,1.5,-0.6591815356918121,-0.6591815356918121
2025-09-07,0.0,-1.2382755950846192,-1.2382755950846192
2025-09-14,0.0,-1.2382755950846192,-1.2382755950846192
2025-09-15,1.5,-0.6591815356918121,-0.6591815356918121
2025-09-16,1.75,-0.5626658591263444,-0.5626658591263444
2025-09-17,3.5,0.11294387683193037,0.11294387683193037
2025-09-18,1.0,-0.8522128888227478,-0.8522128888227478
2025-09-21,0.0,-1.2382755950846192,-1.2382755950846192
2025-09-22,1.25,-0.75569721225728,-0.75569721225728
2025-09-23,1.5,-0.6591815356918121,-0.6591815356918121
2025-09-24,1.75,-0.5626658591263444,-0.5626658591263444
2025-09-28,1.75,-0.5626658591263444,-0.5626658591263444
2025-09-29,0.75,-0.9487285653882157,-0.9487285653882157
2025-09-30,1.5,-0.6591815356918121,-0.6591815356918121
2025-10-01,2.0,-0.46615018256087654,-0.46615018256087654
2025-10-02,0.5,-1.0452442419536834,-1.0452442419536834
