Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,6.5,-0.8311241533990532,-0.8311241533990532
2024-10-16,7.0,-0.7425617436106295,-0.7425617436106295
2024-10-17,6.0,-0.919686563187477,-0.919686563187477
2024-10-18,6.0,-0.919686563187477,-0.919686563187477
2024-10-21,10.0,-0.2111872848800872,-0.2111872848800872
2024-10-22,5.5,-1.0082489729759005,-1.0082489729759005
2024-10-23,9.0,-0.38831210445693465,-0.38831210445693465
2024-10-24,15.0,0.6744368130041499,0.6744368130041499
2024-10-28,11.5,0.05449994448518395,0.05449994448518395
2024-10-29,14.5,0.5858744032157263,0.5858744032157263
2024-11-04,15.0,0.6744368130041499,0.6744368130041499
2024-11-05,17.5,1.1172488619462686,1.1172488619462686
2024-11-06,17.0,1.028686452157845,1.028686452157845
2024-11-07,7.5,-0.6539993338222058,-0.6539993338222058
2024-11-11,6.5,-0.8311241533990532,-0.8311241533990532
2024-11-15,17.5,1.1172488619462686,1.1172488619462686
2024-11-18,15.0,0.6744368130041499,0.6744368130041499
2024-11-19,7.0,-0.7425617436106295,-0.7425617436106295
2024-11-20,9.0,-0.38831210445693465,-0.38831210445693465
2024-11-21,14.5,0.5858744032157263,0.5858744032157263
2024-11-25,11.0,-0.03406246530323977,-0.03406246530323977
2024-11-26,7.0,-0.7425617436106295,-0.7425617436106295
2024-11-28,4.0,-1.2739362023411718,-1.2739362023411718
2024-11-29,10.0,-0.2111872848800872,-0.2111872848800872
2024-12-02,17.0,1.028686452157845,1.028686452157845
2024-12-03,10.5,-0.12262487509166349,-0.12262487509166349
2024-12-04,15.0,0.6744368130041499,0.6744368130041499
2024-12-05,10.0,-0.2111872848800872,-0.2111872848800872
2024-12-10,6.5,-0.8311241533990532,-0.8311241533990532
2024-12-13,10.0,-0.2111872848800872,-0.2111872848800872
2024-12-16,7.5,-0.6539993338222058,-0.6539993338222058
2024-12-17,7.0,-0.7425617436106295,-0.7425617436106295
2024-12-18,22.5,2.0028729598305057,2.0028729598305057
2024-12-23,9.5,-0.2997496946685109,-0.2997496946685109
2024-12-24,12.0,0.14306235427360767,0.14306235427360767
2024-12-26,12.5,0.2316247640620314,0.2316247640620314
2024-12-27,9.0,-0.38831210445693465,-0.38831210445693465
2024-12-30,5.5,-1.0082489729759005,-1.0082489729759005
2024-12-31,14.5,0.5858744032157263,0.5858744032157263
2025-01-02,15.0,0.6744368130041499,0.6744368130041499
2025-01-03,6.5,-0.8311241533990532,-0.8311241533990532
2025-01-06,9.0,-0.38831210445693465,-0.38831210445693465
2025-01-07,5.5,-1.0082489729759005,-1.0082489729759005
2025-01-08,7.0,-0.7425617436106295,-0.7425617436106295
2025-01-09,5.0,-1.0968113827643244,-1.0968113827643244
2025-01-16,17.5,1.1172488619462686,1.1172488619462686
2025-01-17,7.0,-0.7425617436106295,-0.7425617436106295
2025-01-20,4.5,-1.185373792552748,-1.185373792552748
2025-01-21,8.5,-0.47687451424535837,-0.47687451424535837
2025-01-22,10.0,-0.2111872848800872,-0.2111872848800872
2025-01-23,6.0,-0.919686563187477,-0.919686563187477
2025-01-27,8.0,-0.5654369240337821,-0.5654369240337821
2025-01-28,7.0,-0.7425617436106295,-0.7425617436106295
2025-01-29,15.0,0.6744368130041499,0.6744368130041499
2025-02-03,13.5,0.4087495836388788,0.4087495836388788
2025-02-04,8.0,-0.5654369240337821,-0.5654369240337821
2025-02-05,9.0,-0.38831210445693465,-0.38831210445693465
2025-02-06,10.0,-0.2111872848800872,-0.2111872848800872
2025-02-11,5.0,-1.0968113827643244,-1.0968113827643244
2025-02-14,8.0,-0.5654369240337821,-0.5654369240337821
2025-02-17,2.0,-1.6281858414948667,-1.6281858414948667
2025-02-18,8.0,-0.5654369240337821,-0.5654369240337821
2025-02-19,6.5,-0.8311241533990532,-0.8311241533990532
2025-02-20,3.0,-1.4510610219180193,-1.4510610219180193
2025-02-24,7.0,-0.7425617436106295,-0.7425617436106295
2025-02-25,6.5,-0.8311241533990532,-0.8311241533990532
2025-02-26,17.5,1.1172488619462686,1.1172488619462686
2025-03-03,11.5,0.05449994448518395,0.05449994448518395
2025-03-04,25.0,2.4456850087726245,2.4456850087726245
2025-03-05,12.5,0.2316247640620314,0.2316247640620314
2025-03-06,15.5,0.7629992227925737,0.7629992227925737
2025-03-11,23.5,2.179997779407353,2.179997779407353
2025-03-17,14.0,0.49731199342730253,0.49731199342730253
2025-03-18,15.5,0.7629992227925737,0.7629992227925737
2025-03-19,12.5,0.2316247640620314,0.2316247640620314
2025-03-20,14.5,0.5858744032157263,0.5858744032157263
2025-03-21,9.5,-0.2997496946685109,-0.2997496946685109
2025-03-24,5.5,-1.0082489729759005,-1.0082489729759005
2025-03-25,7.0,-0.7425617436106295,-0.7425617436106295
2025-03-26,7.5,-0.6539993338222058,-0.6539993338222058
2025-03-31,11.5,0.05449994448518395,0.05449994448518395
2025-04-01,8.0,-0.5654369240337821,-0.5654369240337821
2025-04-02,21.5,1.8257481402536584,1.8257481402536584
2025-04-03,12.0,0.14306235427360767,0.14306235427360767
2025-04-07,29.0,3.154184287080014,3.154184287080014
2025-04-08,28.0,2.977059467503166,2.977059467503166
2025-04-09,35.5,4.305495614329522,4.305495614329522
2025-04-15,15.0,0.6744368130041499,0.6744368130041499
2025-04-16,17.0,1.028686452157845,1.028686452157845
2025-04-17,11.0,-0.03406246530323977,-0.03406246530323977
2025-04-21,18.5,1.294373681523116,1.294373681523116
