Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,0.5795500343531921,0.5795500343531921
2024-10-01,2.0,-0.22653515415616665,-0.22653515415616665
2024-10-02,1.25,-0.7101862672617819,-0.7101862672617819
2024-10-03,1.5,-0.5489692295599101,-0.5489692295599101
2024-10-07,1.25,-0.7101862672617819,-0.7101862672617819
2024-10-08,2.5,0.09589892124757686,0.09589892124757686
2024-10-09,1.75,-0.3877521918580384,-0.3877521918580384
2024-10-14,1.25,-0.7101862672617819,-0.7101862672617819
2024-10-16,1.0,-0.8714033049636537,-0.8714033049636537
2024-10-17,1.5,-0.5489692295599101,-0.5489692295599101
2024-10-18,1.25,-0.7101862672617819,-0.7101862672617819
2024-10-21,1.75,-0.3877521918580384,-0.3877521918580384
2024-10-22,1.25,-0.7101862672617819,-0.7101862672617819
2024-10-23,2.0,-0.22653515415616665,-0.22653515415616665
2024-10-24,2.0,-0.22653515415616665,-0.22653515415616665
2024-10-28,2.0,-0.22653515415616665,-0.22653515415616665
2024-10-29,3.25,0.5795500343531921,0.5795500343531921
2024-11-04,3.75,0.9019841097569357,0.9019841097569357
2024-11-05,2.5,0.09589892124757686,0.09589892124757686
2024-11-06,2.75,0.2571159589494486,0.2571159589494486
2024-11-07,3.75,0.9019841097569357,0.9019841097569357
2024-11-11,2.25,-0.06531811645429489,-0.06531811645429489
2024-11-15,2.25,-0.06531811645429489,-0.06531811645429489
2024-11-18,1.75,-0.3877521918580384,-0.3877521918580384
2024-11-19,2.25,-0.06531811645429489,-0.06531811645429489
2024-11-20,1.5,-0.5489692295599101,-0.5489692295599101
2024-11-21,1.5,-0.5489692295599101,-0.5489692295599101
2024-11-25,1.5,-0.5489692295599101,-0.5489692295599101
2024-11-26,2.0,-0.22653515415616665,-0.22653515415616665
2024-12-02,4.0,1.0632011474588074,1.0632011474588074
2024-12-03,3.75,0.9019841097569357,0.9019841097569357
2024-12-04,1.5,-0.5489692295599101,-0.5489692295599101
2024-12-05,3.5,0.7407670720550639,0.7407670720550639
2024-12-10,2.75,0.2571159589494486,0.2571159589494486
2024-12-13,1.5,-0.5489692295599101,-0.5489692295599101
2024-12-16,1.5,-0.5489692295599101,-0.5489692295599101
2024-12-17,2.25,-0.06531811645429489,-0.06531811645429489
2024-12-18,4.75,1.5468522605644226,1.5468522605644226
2024-12-23,1.75,-0.3877521918580384,-0.3877521918580384
2024-12-26,1.25,-0.7101862672617819,-0.7101862672617819
2024-12-27,1.5,-0.5489692295599101,-0.5489692295599101
2024-12-30,2.0,-0.22653515415616665,-0.22653515415616665
2024-12-31,1.25,-0.7101862672617819,-0.7101862672617819
2025-01-02,1.75,-0.3877521918580384,-0.3877521918580384
2025-01-03,1.0,-0.8714033049636537,-0.8714033049636537
2025-01-06,3.0,0.4183329966513204,0.4183329966513204
2025-01-07,1.75,-0.3877521918580384,-0.3877521918580384
2025-01-08,3.5,0.7407670720550639,0.7407670720550639
2025-01-16,1.75,-0.3877521918580384,-0.3877521918580384
2025-01-17,3.0,0.4183329966513204,0.4183329966513204
2025-01-21,2.0,-0.22653515415616665,-0.22653515415616665
2025-01-22,2.75,0.2571159589494486,0.2571159589494486
2025-01-23,1.5,-0.5489692295599101,-0.5489692295599101
2025-01-27,1.75,-0.3877521918580384,-0.3877521918580384
2025-01-28,2.5,0.09589892124757686,0.09589892124757686
2025-01-29,3.25,0.5795500343531921,0.5795500343531921
2025-02-03,3.75,0.9019841097569357,0.9019841097569357
2025-02-04,1.75,-0.3877521918580384,-0.3877521918580384
2025-02-05,1.75,-0.3877521918580384,-0.3877521918580384
2025-02-06,0.75,-1.0326203426655254,-1.0326203426655254
2025-02-11,0.75,-1.0326203426655254,-1.0326203426655254
2025-02-14,1.0,-0.8714033049636537,-0.8714033049636537
2025-02-18,2.0,-0.22653515415616665,-0.22653515415616665
