Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,5.5,-0.8778419601937709,-0.8778419601937709
2024-10-16,5.5,-0.8778419601937709,-0.8778419601937709
2024-10-17,15.5,1.4644767316694154,1.4644767316694154
2024-10-18,10.0,0.17620145114466293,0.17620145114466293
2024-10-21,6.0,-0.7607260256006115,-0.7607260256006115
2024-10-22,10.5,0.29331738573782223,0.29331738573782223
2024-10-23,7.5,-0.40937822182113365,-0.40937822182113365
2024-10-24,9.5,0.05908551655150361,0.05908551655150361
2024-10-28,8.5,-0.175146352634815,-0.175146352634815
2024-10-29,9.0,-0.0580304180416557,-0.0580304180416557
2024-11-04,7.0,-0.526494156414293,-0.526494156414293
2024-11-05,5.5,-0.8778419601937709,-0.8778419601937709
2024-11-06,12.5,0.7617811241104595,0.7617811241104595
2024-11-07,19.0,2.2842882738215304,2.2842882738215304
2024-11-11,10.0,0.17620145114466293,0.17620145114466293
2024-11-15,18.0,2.050056404635212,2.050056404635212
2024-11-18,11.0,0.41043332033098157,0.41043332033098157
2024-11-19,10.5,0.29331738573782223,0.29331738573782223
2024-11-20,6.5,-0.6436100910074523,-0.6436100910074523
2024-11-21,9.0,-0.0580304180416557,-0.0580304180416557
2024-11-25,17.0,1.8158245354488933,1.8158245354488933
2024-11-26,6.0,-0.7607260256006115,-0.7607260256006115
2024-11-28,4.0,-1.2291897639732488,-1.2291897639732488
2024-11-29,7.5,-0.40937822182113365,-0.40937822182113365
2024-12-02,14.0,1.1131289278899374,1.1131289278899374
2024-12-03,15.5,1.4644767316694154,1.4644767316694154
2024-12-04,2.0,-1.697653502345886,-1.697653502345886
2024-12-05,8.5,-0.175146352634815,-0.175146352634815
2024-12-10,8.0,-0.2922622872279743,-0.2922622872279743
2024-12-13,7.0,-0.526494156414293,-0.526494156414293
2024-12-16,3.5,-1.3463056985664081,-1.3463056985664081
2024-12-17,12.0,0.6446651895173002,0.6446651895173002
2024-12-18,8.0,-0.2922622872279743,-0.2922622872279743
2024-12-23,6.0,-0.7607260256006115,-0.7607260256006115
2024-12-24,2.0,-1.697653502345886,-1.697653502345886
2024-12-26,5.5,-0.8778419601937709,-0.8778419601937709
2024-12-27,5.5,-0.8778419601937709,-0.8778419601937709
2024-12-30,8.5,-0.175146352634815,-0.175146352634815
2024-12-31,7.5,-0.40937822182113365,-0.40937822182113365
2025-01-02,10.5,0.29331738573782223,0.29331738573782223
2025-01-03,7.0,-0.526494156414293,-0.526494156414293
2025-01-06,7.5,-0.40937822182113365,-0.40937822182113365
2025-01-07,4.5,-1.1120738293800896,-1.1120738293800896
2025-01-08,8.5,-0.175146352634815,-0.175146352634815
2025-01-09,6.5,-0.6436100910074523,-0.6436100910074523
2025-01-16,8.0,-0.2922622872279743,-0.2922622872279743
2025-01-17,9.0,-0.0580304180416557,-0.0580304180416557
2025-01-20,14.0,1.1131289278899374,1.1131289278899374
2025-01-21,8.0,-0.2922622872279743,-0.2922622872279743
2025-01-22,6.5,-0.6436100910074523,-0.6436100910074523
2025-01-23,10.5,0.29331738573782223,0.29331738573782223
2025-01-27,10.5,0.29331738573782223,0.29331738573782223
2025-01-28,4.5,-1.1120738293800896,-1.1120738293800896
2025-01-29,7.0,-0.526494156414293,-0.526494156414293
2025-02-03,11.5,0.5275492549241408,0.5275492549241408
2025-02-04,6.0,-0.7607260256006115,-0.7607260256006115
2025-02-05,5.0,-0.9949578947869302,-0.9949578947869302
2025-02-06,10.5,0.29331738573782223,0.29331738573782223
2025-02-11,3.0,-1.4634216331595675,-1.4634216331595675
2025-02-14,15.5,1.4644767316694154,1.4644767316694154
2025-02-17,2.5,-1.5805375677527267,-1.5805375677527267
2025-02-18,5.0,-0.9949578947869302,-0.9949578947869302
2025-02-19,6.0,-0.7607260256006115,-0.7607260256006115
