Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,2.25,0.11498657705707936,0.11498657705707936
2024-11-04,1.0,-0.6185978897609017,-0.6185978897609017
2024-11-05,12.0,5.836945418237332,5.836945418237332
2024-11-06,2.5,0.2617034704206756,0.2617034704206756
2024-11-07,2.0,-0.031730316306516855,-0.031730316306516855
2024-11-10,0.75,-0.765314783124498,-0.765314783124498
2024-11-11,2.75,0.4084203637842718,0.4084203637842718
2024-11-17,1.5,-0.3251641030337093,-0.3251641030337093
2024-11-18,1.5,-0.3251641030337093,-0.3251641030337093
2024-11-19,1.25,-0.4718809963973055,-0.4718809963973055
2024-11-20,1.0,-0.6185978897609017,-0.6185978897609017
2024-11-21,1.25,-0.4718809963973055,-0.4718809963973055
2024-11-24,2.25,0.11498657705707936,0.11498657705707936
2024-11-25,1.5,-0.3251641030337093,-0.3251641030337093
2024-11-26,1.25,-0.4718809963973055,-0.4718809963973055
2024-12-01,3.75,0.9952879372386567,0.9952879372386567
2024-12-02,0.5,-0.9120316764880941,-0.9120316764880941
2024-12-03,4.0,1.142004830602253,1.142004830602253
2024-12-04,1.25,-0.4718809963973055,-0.4718809963973055
2024-12-05,2.5,0.2617034704206756,0.2617034704206756
2024-12-08,3.75,0.9952879372386567,0.9952879372386567
2024-12-10,1.0,-0.6185978897609017,-0.6185978897609017
2024-12-15,1.0,-0.6185978897609017,-0.6185978897609017
2024-12-16,1.0,-0.6185978897609017,-0.6185978897609017
2024-12-17,0.75,-0.765314783124498,-0.765314783124498
2024-12-18,1.5,-0.3251641030337093,-0.3251641030337093
2024-12-22,1.5,-0.3251641030337093,-0.3251641030337093
2024-12-23,0.75,-0.765314783124498,-0.765314783124498
2024-12-25,1.0,-0.6185978897609017,-0.6185978897609017
2024-12-26,1.75,-0.17844720967011307,-0.17844720967011307
2024-12-29,1.0,-0.6185978897609017,-0.6185978897609017
2024-12-30,1.5,-0.3251641030337093,-0.3251641030337093
2025-01-01,2.25,0.11498657705707936,0.11498657705707936
2025-01-02,0.75,-0.765314783124498,-0.765314783124498
2025-01-05,0.75,-0.765314783124498,-0.765314783124498
2025-01-06,1.75,-0.17844720967011307,-0.17844720967011307
2025-01-07,1.0,-0.6185978897609017,-0.6185978897609017
2025-01-08,1.0,-0.6185978897609017,-0.6185978897609017
2025-01-09,1.0,-0.6185978897609017,-0.6185978897609017
2025-01-12,2.5,0.2617034704206756,0.2617034704206756
2025-01-16,1.0,-0.6185978897609017,-0.6185978897609017
2025-01-19,1.25,-0.4718809963973055,-0.4718809963973055
2025-01-20,4.5,1.4354386173294453,1.4354386173294453
2025-01-21,1.25,-0.4718809963973055,-0.4718809963973055
2025-01-22,0.75,-0.765314783124498,-0.765314783124498
2025-01-23,2.75,0.4084203637842718,0.4084203637842718
2025-01-26,1.25,-0.4718809963973055,-0.4718809963973055
2025-01-27,1.5,-0.3251641030337093,-0.3251641030337093
2025-01-28,0.75,-0.765314783124498,-0.765314783124498
2025-01-29,1.25,-0.4718809963973055,-0.4718809963973055
2025-02-02,4.0,1.142004830602253,1.142004830602253
2025-02-03,3.75,0.9952879372386567,0.9952879372386567
2025-02-04,1.75,-0.17844720967011307,-0.17844720967011307
2025-02-05,1.25,-0.4718809963973055,-0.4718809963973055
2025-02-06,0.75,-0.765314783124498,-0.765314783124498
2025-02-09,1.25,-0.4718809963973055,-0.4718809963973055
2025-02-11,0.75,-0.765314783124498,-0.765314783124498
2025-02-14,0.751953125,-0.7641685573950948,-0.7641685573950948
2025-02-18,2.0,-0.031730316306516855,-0.031730316306516855
2025-02-19,1.25,-0.4718809963973055,-0.4718809963973055
2025-02-20,1.0,-0.6185978897609017,-0.6185978897609017
2025-02-24,1.5,-0.3251641030337093,-0.3251641030337093
2025-02-25,1.5,-0.3251641030337093,-0.3251641030337093
2025-02-26,2.5,0.2617034704206756,0.2617034704206756
2025-03-03,4.75,1.5821555106930416,1.5821555106930416
2025-03-04,7.0,2.9026075509654077,2.9026075509654077
2025-03-05,3.5,0.8485710438750604,0.8485710438750604
2025-03-06,1.75,-0.17844720967011307,-0.17844720967011307
2025-03-11,2.25,0.11498657705707936,0.11498657705707936
2025-03-17,1.75,-0.17844720967011307,-0.17844720967011307
2025-03-18,1.75,-0.17844720967011307,-0.17844720967011307
2025-03-19,2.25,0.11498657705707936,0.11498657705707936
2025-03-20,1.75,-0.17844720967011307,-0.17844720967011307
2025-03-21,1.25,-0.4718809963973055,-0.4718809963973055
2025-03-24,1.0,-0.6185978897609017,-0.6185978897609017
2025-03-25,1.5,-0.3251641030337093,-0.3251641030337093
2025-03-26,2.5,0.2617034704206756,0.2617034704206756
2025-03-31,4.25,1.288721723965849,1.288721723965849
2025-04-01,2.0,-0.031730316306516855,-0.031730316306516855
2025-04-02,2.0,-0.031730316306516855,-0.031730316306516855
2025-04-03,3.75,0.9952879372386567,0.9952879372386567
2025-04-07,10.0,4.663210271328563,4.663210271328563
2025-04-08,8.0,3.4894751244197924,3.4894751244197924
2025-04-09,11.5,5.54351163151014,5.54351163151014
2025-04-15,2.75,0.4084203637842718,0.4084203637842718
2025-04-16,3.25,0.7018541505114643,0.7018541505114643
2025-04-17,1.25,-0.4718809963973055,-0.4718809963973055
2025-04-21,2.0,-0.031730316306516855,-0.031730316306516855
2025-04-22,2.0,-0.031730316306516855,-0.031730316306516855
2025-04-23,2.25,0.11498657705707936,0.11498657705707936
2025-04-24,1.25,-0.4718809963973055,-0.4718809963973055
2025-04-28,1.5,-0.3251641030337093,-0.3251641030337093
2025-04-29,1.5,-0.3251641030337093,-0.3251641030337093
2025-05-01,3.25,0.7018541505114643,0.7018541505114643
2025-05-05,1.75,-0.17844720967011307,-0.17844720967011307
2025-05-06,1.75,-0.17844720967011307,-0.17844720967011307
2025-05-07,2.5,0.2617034704206756,0.2617034704206756
2025-05-09,1.5,-0.3251641030337093,-0.3251641030337093
2025-05-14,2.0,-0.031730316306516855,-0.031730316306516855
2025-05-19,3.0,0.555137257147868,0.555137257147868
2025-05-20,1.75,-0.17844720967011307,-0.17844720967011307
2025-05-21,2.75,0.4084203637842718,0.4084203637842718
2025-05-22,3.0,0.555137257147868,0.555137257147868
2025-05-23,2.0,-0.031730316306516855,-0.031730316306516855
2025-05-27,3.0,0.555137257147868,0.555137257147868
2025-05-28,2.25,0.11498657705707936,0.11498657705707936
2025-06-02,2.25,0.11498657705707936,0.11498657705707936
2025-06-03,1.25,-0.4718809963973055,-0.4718809963973055
2025-06-04,1.5,-0.3251641030337093,-0.3251641030337093
2025-06-05,1.25,-0.4718809963973055,-0.4718809963973055
2025-06-10,1.25,-0.4718809963973055,-0.4718809963973055
2025-06-16,1.25,-0.4718809963973055,-0.4718809963973055
2025-06-17,1.5,-0.3251641030337093,-0.3251641030337093
2025-06-18,3.25,0.7018541505114643,0.7018541505114643
2025-06-20,1.5,-0.3251641030337093,-0.3251641030337093
2025-06-23,2.25,0.11498657705707936,0.11498657705707936
2025-06-24,1.75,-0.17844720967011307,-0.17844720967011307
2025-06-25,1.75,-0.17844720967011307,-0.17844720967011307
2025-06-30,2.25,0.11498657705707936,0.11498657705707936
2025-07-01,2.0,-0.031730316306516855,-0.031730316306516855
2025-07-02,1.5,-0.3251641030337093,-0.3251641030337093
2025-07-07,1.75,-0.17844720967011307,-0.17844720967011307
2025-07-09,1.25,-0.4718809963973055,-0.4718809963973055
2025-07-10,1.0,-0.6185978897609017,-0.6185978897609017
2025-07-11,1.75,-0.17844720967011307,-0.17844720967011307
2025-07-14,1.75,-0.17844720967011307,-0.17844720967011307
2025-07-17,2.25,0.11498657705707936,0.11498657705707936
2025-07-21,2.0,-0.031730316306516855,-0.031730316306516855
2025-07-22,1.25,-0.4718809963973055,-0.4718809963973055
2025-07-23,1.25,-0.4718809963973055,-0.4718809963973055
2025-07-24,2.5,0.2617034704206756,0.2617034704206756
2025-07-25,1.25,-0.4718809963973055,-0.4718809963973055
2025-07-28,1.25,-0.4718809963973055,-0.4718809963973055
2025-07-29,1.5,-0.3251641030337093,-0.3251641030337093
2025-08-04,1.5,-0.3251641030337093,-0.3251641030337093
2025-08-05,2.25,0.11498657705707936,0.11498657705707936
2025-08-06,2.25,0.11498657705707936,0.11498657705707936
2025-08-08,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-11,2.0,-0.031730316306516855,-0.031730316306516855
2025-08-13,1.25,-0.4718809963973055,-0.4718809963973055
2025-08-18,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-19,1.25,-0.4718809963973055,-0.4718809963973055
2025-08-20,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-21,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-22,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-25,1.0,-0.6185978897609017,-0.6185978897609017
2025-08-26,1.5,-0.3251641030337093,-0.3251641030337093
2025-08-27,1.5,-0.3251641030337093,-0.3251641030337093
