Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-04,4.25,0.11488407100783997,0.11488407100783997
2024-11-05,5.0,0.44593159141201016,0.44593159141201016
2024-11-06,6.75,1.2183758056884073,1.2183758056884073
2024-11-07,5.5,0.6666299383481237,0.6666299383481237
2024-11-11,1.25,-1.209306010608841,-1.209306010608841
2024-11-15,6.5,1.1080266322203507,1.1080266322203507
2024-11-18,3.25,-0.326512622864387,-0.326512622864387
2024-11-19,2.75,-0.5472109698005004,-0.5472109698005004
2024-11-20,2.75,-0.5472109698005004,-0.5472109698005004
2024-11-21,3.25,-0.326512622864387,-0.326512622864387
2024-11-25,4.5,0.2252332444758967,0.2252332444758967
2024-11-26,2.0,-0.8782584902046707,-0.8782584902046707
2024-11-29,5.0,0.44593159141201016,0.44593159141201016
2024-12-02,5.0,0.44593159141201016,0.44593159141201016
2024-12-03,5.75,0.7769791118161804,0.7769791118161804
2024-12-04,3.5,-0.21616344939633025,-0.21616344939633025
2024-12-05,5.25,0.556280764880067,0.556280764880067
2024-12-10,3.75,-0.10581427592827353,-0.10581427592827353
2024-12-13,2.5,-0.6575601432685573,-0.6575601432685573
2024-12-16,1.75,-0.9886076636727275,-0.9886076636727275
2024-12-17,1.75,-0.9886076636727275,-0.9886076636727275
2024-12-18,15.5,5.080596877070393,5.080596877070393
2024-12-23,4.0,0.004534897539783221,0.004534897539783221
2024-12-24,3.25,-0.326512622864387,-0.326512622864387
2024-12-26,6.0,0.8873282852842371,0.8873282852842371
2024-12-27,2.5,-0.6575601432685573,-0.6575601432685573
2024-12-30,2.25,-0.767909316736614,-0.767909316736614
2024-12-31,2.25,-0.767909316736614,-0.767909316736614
2025-01-02,4.25,0.11488407100783997,0.11488407100783997
2025-01-03,2.75,-0.5472109698005004,-0.5472109698005004
2025-01-06,2.5,-0.6575601432685573,-0.6575601432685573
2025-01-07,2.25,-0.767909316736614,-0.767909316736614
2025-01-08,3.0,-0.43686179633244376,-0.43686179633244376
2025-01-09,2.5,-0.6575601432685573,-0.6575601432685573
2025-01-16,3.5,-0.21616344939633025,-0.21616344939633025
2025-01-17,2.75,-0.5472109698005004,-0.5472109698005004
2025-01-20,2.75,-0.5472109698005004,-0.5472109698005004
2025-01-21,2.25,-0.767909316736614,-0.767909316736614
2025-01-22,2.25,-0.767909316736614,-0.767909316736614
2025-01-23,2.5,-0.6575601432685573,-0.6575601432685573
2025-01-27,3.5,-0.21616344939633025,-0.21616344939633025
2025-01-28,3.25,-0.326512622864387,-0.326512622864387
2025-01-29,6.0,0.8873282852842371,0.8873282852842371
2025-02-03,5.0,0.44593159141201016,0.44593159141201016
2025-02-04,3.0,-0.43686179633244376,-0.43686179633244376
2025-02-05,2.25,-0.767909316736614,-0.767909316736614
2025-02-06,4.25,0.11488407100783997,0.11488407100783997
2025-02-11,2.0,-0.8782584902046707,-0.8782584902046707
2025-02-14,8.0,1.7701216730286908,1.7701216730286908
2025-02-17,1.25,-1.209306010608841,-1.209306010608841
2025-02-18,1.75,-0.9886076636727275,-0.9886076636727275
2025-02-19,2.75,-0.5472109698005004,-0.5472109698005004
2025-02-20,3.5,-0.21616344939633025,-0.21616344939633025
2025-02-24,5.0,0.44593159141201016,0.44593159141201016
2025-02-25,5.0,0.44593159141201016,0.44593159141201016
2025-02-26,4.0,0.004534897539783221,0.004534897539783221
2025-03-03,3.5,-0.21616344939633025,-0.21616344939633025
2025-03-04,4.5,0.2252332444758967,0.2252332444758967
2025-03-05,6.0,0.8873282852842371,0.8873282852842371
2025-03-06,6.5,1.1080266322203507,1.1080266322203507
2025-03-11,3.75,-0.10581427592827353,-0.10581427592827353
2025-03-17,6.75,1.2183758056884073,1.2183758056884073
2025-03-18,3.75,-0.10581427592827353,-0.10581427592827353
2025-03-19,4.5,0.2252332444758967,0.2252332444758967
2025-03-20,4.25,0.11488407100783997,0.11488407100783997
2025-03-21,2.5,-0.6575601432685573,-0.6575601432685573
2025-03-24,2.0,-0.8782584902046707,-0.8782584902046707
2025-03-25,1.75,-0.9886076636727275,-0.9886076636727275
2025-03-26,2.5,-0.6575601432685573,-0.6575601432685573
2025-03-31,4.0,0.004534897539783221,0.004534897539783221
2025-04-01,4.25,0.11488407100783997,0.11488407100783997
2025-04-02,4.25,0.11488407100783997,0.11488407100783997
2025-04-03,10.5,2.873613407709258,2.873613407709258
2025-04-07,10.75,2.983962581177315,2.983962581177315
2025-04-08,13.25,4.087454315857882,4.087454315857882
2025-04-09,13.75,4.308152662793996,4.308152662793996
2025-04-15,6.75,1.2183758056884073,1.2183758056884073
2025-04-16,4.5,0.2252332444758967,0.2252332444758967
2025-04-17,4.5,0.2252332444758967,0.2252332444758967
2025-04-21,6.25,0.9976774587522939,0.9976774587522939
2025-04-22,3.5,-0.21616344939633025,-0.21616344939633025
