Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-24,0.625,-0.7855776053663969,-0.7855776053663969
2025-04-28,0.875,-0.6067104939892433,-0.6067104939892433
2025-04-29,0.75,-0.6961440496778201,-0.6961440496778201
2025-05-01,2.0,0.19819150720794837,0.19819150720794837
2025-05-05,0.875,-0.6067104939892433,-0.6067104939892433
2025-05-06,1.125,-0.42784338261208954,-0.42784338261208954
2025-05-07,1.5,-0.15954271554635902,-0.15954271554635902
2025-05-09,1.375,-0.24897627123493585,-0.24897627123493585
2025-05-14,1.0,-0.5172769383006663,-0.5172769383006663
2025-05-19,1.875,0.10875795151937151,0.10875795151937151
2025-05-20,0.875,-0.6067104939892433,-0.6067104939892433
2025-05-21,1.875,0.10875795151937151,0.10875795151937151
2025-05-22,1.75,0.019324395830794674,0.019324395830794674
2025-05-23,1.125,-0.42784338261208954,-0.42784338261208954
2025-05-27,1.625,-0.07010915985778217,-0.07010915985778217
2025-05-28,2.625,0.6453592856508326,0.6453592856508326
2025-06-02,2.5,0.5559257299622558,0.5559257299622558
2025-06-03,0.75,-0.6961440496778201,-0.6961440496778201
2025-06-04,1.875,0.10875795151937151,0.10875795151937151
2025-06-05,1.125,-0.42784338261208954,-0.42784338261208954
2025-06-10,1.0,-0.5172769383006663,-0.5172769383006663
2025-06-16,0.625,-0.7855776053663969,-0.7855776053663969
2025-06-17,1.125,-0.42784338261208954,-0.42784338261208954
2025-06-18,2.0,0.19819150720794837,0.19819150720794837
