Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,0.625,-0.7855776053663969,-0.7855776053663969
2024-10-16,0.75,-0.6961440496778201,-0.6961440496778201
2024-10-17,1.0,-0.5172769383006663,-0.5172769383006663
2024-10-18,0.75,-0.6961440496778201,-0.6961440496778201
2024-10-21,1.0,-0.5172769383006663,-0.5172769383006663
2024-10-22,0.875,-0.6067104939892433,-0.6067104939892433
2024-10-23,1.125,-0.42784338261208954,-0.42784338261208954
2024-10-24,1.25,-0.3384098269235127,-0.3384098269235127
2024-10-28,1.375,-0.24897627123493585,-0.24897627123493585
2024-10-29,2.125,0.28762506289652523,0.28762506289652523
2024-11-04,2.0,0.19819150720794837,0.19819150720794837
2024-11-05,1.875,0.10875795151937151,0.10875795151937151
2024-11-06,1.5,-0.15954271554635902,-0.15954271554635902
2024-11-07,2.5,0.5559257299622558,0.5559257299622558
2024-11-11,1.375,-0.24897627123493585,-0.24897627123493585
2024-11-15,1.25,-0.3384098269235127,-0.3384098269235127
2024-11-18,1.0,-0.5172769383006663,-0.5172769383006663
2024-11-19,1.25,-0.3384098269235127,-0.3384098269235127
2024-11-20,0.875,-0.6067104939892433,-0.6067104939892433
2024-11-21,1.0,-0.5172769383006663,-0.5172769383006663
2024-11-25,0.875,-0.6067104939892433,-0.6067104939892433
2024-11-26,1.25,-0.3384098269235127,-0.3384098269235127
2024-12-02,3.875,1.539694842536601,1.539694842536601
2024-12-03,3.875,1.539694842536601,1.539694842536601
2024-12-04,1.0,-0.5172769383006663,-0.5172769383006663
2024-12-05,3.625,1.3608277311594472,1.3608277311594472
2024-12-10,0.875,-0.6067104939892433,-0.6067104939892433
2024-12-13,2.75,0.7347928413394095,0.7347928413394095
2024-12-16,1.0,-0.5172769383006663,-0.5172769383006663
2024-12-17,1.25,-0.3384098269235127,-0.3384098269235127
2024-12-18,2.875,0.8242263970279863,0.8242263970279863
2024-12-23,1.0,-0.5172769383006663,-0.5172769383006663
2024-12-26,0.625,-0.7855776053663969,-0.7855776053663969
2024-12-27,0.875,-0.6067104939892433,-0.6067104939892433
2024-12-30,1.125,-0.42784338261208954,-0.42784338261208954
2024-12-31,0.5,-0.8750111610549738,-0.8750111610549738
2025-01-02,1.0,-0.5172769383006663,-0.5172769383006663
2025-01-03,0.75,-0.6961440496778201,-0.6961440496778201
2025-01-06,2.0,0.19819150720794837,0.19819150720794837
2025-01-07,1.125,-0.42784338261208954,-0.42784338261208954
2025-01-08,2.0,0.19819150720794837,0.19819150720794837
2025-01-16,1.25,-0.3384098269235127,-0.3384098269235127
2025-01-17,1.751953125,0.020721795138428686,0.020721795138428686
2025-01-21,1.25,-0.3384098269235127,-0.3384098269235127
2025-01-22,1.625,-0.07010915985778217,-0.07010915985778217
2025-01-23,0.875,-0.6067104939892433,-0.6067104939892433
2025-01-27,1.125,-0.42784338261208954,-0.42784338261208954
2025-01-28,1.5,-0.15954271554635902,-0.15954271554635902
2025-01-29,2.0,0.19819150720794837,0.19819150720794837
2025-02-03,2.0,0.19819150720794837,0.19819150720794837
2025-02-04,1.0,-0.5172769383006663,-0.5172769383006663
2025-02-05,1.125,-0.42784338261208954,-0.42784338261208954
2025-02-06,0.625,-0.7855776053663969,-0.7855776053663969
2025-02-11,0.375,-0.9644447167435506,-0.9644447167435506
2025-02-14,0.5,-0.8750111610549738,-0.8750111610549738
2025-02-18,1.25,-0.3384098269235127,-0.3384098269235127
2025-02-19,0.875,-0.6067104939892433,-0.6067104939892433
2025-02-20,0.75,-0.6961440496778201,-0.6961440496778201
2025-02-24,1.0,-0.5172769383006663,-0.5172769383006663
2025-02-25,0.875,-0.6067104939892433,-0.6067104939892433
2025-02-26,3.875,1.539694842536601,1.539694842536601
2025-03-03,6.125,3.1494988449309838,3.1494988449309838
2025-03-04,8.125,4.580435735948213,4.580435735948213
2025-03-05,4.75,2.165729732356639,2.165729732356639
2025-03-06,3.875,1.539694842536601,1.539694842536601
2025-03-11,1.375,-0.24897627123493585,-0.24897627123493585
2025-03-17,1.0,-0.5172769383006663,-0.5172769383006663
2025-03-18,1.0,-0.5172769383006663,-0.5172769383006663
2025-03-19,3.625,1.3608277311594472,1.3608277311594472
2025-03-20,1.0,-0.5172769383006663,-0.5172769383006663
2025-03-21,0.75,-0.6961440496778201,-0.6961440496778201
2025-03-24,0.625,-0.7855776053663969,-0.7855776053663969
2025-03-25,1.125,-0.42784338261208954,-0.42784338261208954
2025-03-26,1.375,-0.24897627123493585,-0.24897627123493585
2025-03-31,2.625,0.6453592856508326,0.6453592856508326
2025-04-01,1.625,-0.07010915985778217,-0.07010915985778217
2025-04-02,1.375,-0.24897627123493585,-0.24897627123493585
2025-04-03,2.75,0.7347928413394095,0.7347928413394095
2025-04-07,6.625,3.5072330676852914,3.5072330676852914
2025-04-08,5.625,2.791764622176677,2.791764622176677
2025-04-09,7.375,4.043834401816753,4.043834401816753
2025-04-15,2.0,0.19819150720794837,0.19819150720794837
2025-04-16,2.25,0.37705861858510203,0.37705861858510203
2025-04-17,1.25,-0.3384098269235127,-0.3384098269235127
2025-04-21,1.625,-0.07010915985778217,-0.07010915985778217
2025-04-22,1.5,-0.15954271554635902,-0.15954271554635902
2025-04-23,1.625,-0.07010915985778217,-0.07010915985778217
