Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-03,34.0,1.3593034956031858,1.3593034956031858
2025-03-04,35.5,1.4823859788490925,1.4823859788490925
2025-03-05,27.5,0.8259460682042555,0.8259460682042555
2025-03-06,19.0,0.12847866314411613,0.12847866314411613
2025-03-09,9.0,-0.6920712251619302,-0.6920712251619302
2025-03-11,26.0,0.7028635849583486,0.7028635849583486
2025-03-16,6.5,-0.8972086972384418,-0.8972086972384418
2025-03-17,18.0,0.0464236743135115,0.0464236743135115
2025-03-18,20.5,0.2515611463900231,0.2515611463900231
2025-03-19,22.5,0.41567112405123235,0.41567112405123235
2025-03-20,19.0,0.12847866314411613,0.12847866314411613
2025-03-21,12.5,-0.404878764254814,-0.404878764254814
2025-03-23,5.0,-1.0202911804843489,-1.0202911804843489
2025-03-24,14.0,-0.281796281008907,-0.281796281008907
