Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,2.0,-0.518784277841715,-0.518784277841715
2024-10-01,2.5,-0.34896049100862986,-0.34896049100862986
2024-10-02,2.0,-0.518784277841715,-0.518784277841715
2024-10-03,1.25,-0.7735199580913428,-0.7735199580913428
2024-10-06,3.25,-0.09422481075900208,-0.09422481075900208
2024-10-07,3.75,0.0755989760740831,0.0755989760740831
2024-10-08,1.75,-0.6036961712582576,-0.6036961712582576
2024-10-09,1.75,-0.6036961712582576,-0.6036961712582576
2024-10-13,1.5,-0.6886080646748002,-0.6886080646748002
2024-10-14,2.75,-0.26404859759208726,-0.26404859759208726
2024-10-16,2.25,-0.43387238442517245,-0.43387238442517245
2024-10-17,1.5,-0.6886080646748002,-0.6886080646748002
2024-10-20,2.0,-0.518784277841715,-0.518784277841715
2024-10-21,2.75,-0.26404859759208726,-0.26404859759208726
2024-10-22,3.25,-0.09422481075900208,-0.09422481075900208
2024-10-23,3.5,-0.009312917342459487,-0.009312917342459487
2024-10-24,2.5,-0.34896049100862986,-0.34896049100862986
2024-10-27,6.0,0.8398060168229664,0.8398060168229664
2024-10-28,2.25,-0.43387238442517245,-0.43387238442517245
2024-10-29,2.25,-0.43387238442517245,-0.43387238442517245
2024-11-03,3.75,0.0755989760740831,0.0755989760740831
2024-11-04,2.5,-0.34896049100862986,-0.34896049100862986
2024-11-05,23.25,6.698726662564405,6.698726662564405
2024-11-06,2.75,-0.26404859759208726,-0.26404859759208726
2024-11-07,3.0,-0.17913670417554467,-0.17913670417554467
2024-11-10,3.75,0.0755989760740831,0.0755989760740831
2024-11-11,2.75,-0.26404859759208726,-0.26404859759208726
2024-11-17,2.5,-0.34896049100862986,-0.34896049100862986
2024-11-18,2.0,-0.518784277841715,-0.518784277841715
2024-11-19,2.25,-0.43387238442517245,-0.43387238442517245
2024-11-20,1.25,-0.7735199580913428,-0.7735199580913428
2024-11-21,1.75,-0.6036961712582576,-0.6036961712582576
2024-11-24,3.75,0.0755989760740831,0.0755989760740831
2024-11-25,3.5,-0.009312917342459487,-0.009312917342459487
2024-11-26,2.0,-0.518784277841715,-0.518784277841715
2024-11-28,4.25,0.24542276290716827,0.24542276290716827
2024-12-01,4.5,0.3303346563237109,0.3303346563237109
2024-12-02,5.0,0.500158443156796,0.500158443156796
2024-12-03,4.5,0.3303346563237109,0.3303346563237109
2024-12-04,2.5,-0.34896049100862986,-0.34896049100862986
2024-12-05,3.25,-0.09422481075900208,-0.09422481075900208
2024-12-08,4.0,0.1605108694906257,0.1605108694906257
2024-12-10,2.25,-0.43387238442517245,-0.43387238442517245
2024-12-15,1.75,-0.6036961712582576,-0.6036961712582576
2024-12-16,1.75,-0.6036961712582576,-0.6036961712582576
2024-12-17,2.0,-0.518784277841715,-0.518784277841715
2024-12-18,2.5,-0.34896049100862986,-0.34896049100862986
2024-12-22,1.75,-0.6036961712582576,-0.6036961712582576
2024-12-23,1.25,-0.7735199580913428,-0.7735199580913428
2024-12-25,3.25,-0.09422481075900208,-0.09422481075900208
2024-12-26,2.0,-0.518784277841715,-0.518784277841715
2024-12-29,1.5,-0.6886080646748002,-0.6886080646748002
2024-12-30,2.0,-0.518784277841715,-0.518784277841715
2025-01-01,3.25,-0.09422481075900208,-0.09422481075900208
2025-01-02,2.0,-0.518784277841715,-0.518784277841715
2025-01-05,3.5,-0.009312917342459487,-0.009312917342459487
2025-01-06,2.75,-0.26404859759208726,-0.26404859759208726
2025-01-07,2.0,-0.518784277841715,-0.518784277841715
2025-01-08,3.0,-0.17913670417554467,-0.17913670417554467
2025-01-09,2.25,-0.43387238442517245,-0.43387238442517245
2025-01-12,4.25,0.24542276290716827,0.24542276290716827
2025-01-16,1.5,-0.6886080646748002,-0.6886080646748002
2025-01-19,2.25,-0.43387238442517245,-0.43387238442517245
