Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-09,6.75,1.8754712801999733,1.8754712801999733
2025-04-13,6.625,1.8203722136590008,1.8203722136590008
2025-04-15,2.75,0.11230115088885245,0.11230115088885245
2025-04-16,3.875,0.6081927497576053,0.6081927497576053
2025-04-20,2.375,-0.05299604873406514,-0.05299604873406514
2025-04-21,1.875,-0.2733923148979553,-0.2733923148979553
2025-04-22,3.75,0.5530936832166327,0.5530936832166327
2025-04-23,2.375,-0.05299604873406514,-0.05299604873406514
2025-04-24,2.0,-0.21829324835698274,-0.21829324835698274
2025-04-27,1.5,-0.43868951452087285,-0.43868951452087285
2025-04-28,1.5,-0.43868951452087285,-0.43868951452087285
2025-04-29,1.5,-0.43868951452087285,-0.43868951452087285
2025-05-01,3.25,0.3326974170527426,0.3326974170527426
2025-05-04,2.125,-0.1631941818160102,-0.1631941818160102
2025-05-05,1.625,-0.38359044797990033,-0.38359044797990033
2025-05-06,2.875,0.167400217429825,0.167400217429825
2025-05-07,2.125,-0.1631941818160102,-0.1631941818160102
2025-05-11,1.125,-0.6039867141437905,-0.6039867141437905
2025-05-14,0.875,-0.7141848472257355,-0.7141848472257355
2025-05-18,3.0,0.22249928397079752,0.22249928397079752
2025-05-19,1.625,-0.38359044797990033,-0.38359044797990033
2025-05-20,3.0,0.22249928397079752,0.22249928397079752
2025-05-21,1.75,-0.3284913814389278,-0.3284913814389278
2025-05-22,1.375,-0.49378858106184537,-0.49378858106184537
2025-05-25,3.125,0.27759835051177006,0.27759835051177006
2025-05-26,1.875,-0.2733923148979553,-0.2733923148979553
2025-05-27,1.75,-0.3284913814389278,-0.3284913814389278
2025-05-28,3.125,0.27759835051177006,0.27759835051177006
