Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,6.0,0.23653321101878136,0.23653321101878136
2024-10-01,6.5,0.41794511327507383,0.41794511327507383
2024-10-02,2.0,-1.2147620070315588,-1.2147620070315588
2024-10-03,4.25,-0.3984084468782424,-0.3984084468782424
2024-10-07,2.5,-1.0333501047752662,-1.0333501047752662
2024-10-08,4.25,-0.3984084468782424,-0.3984084468782424
2024-10-09,1.75,-1.3054679581597048,-1.3054679581597048
2024-10-14,2.75,-0.94264415364712,-0.94264415364712
2024-10-16,3.0,-0.8519382025189737,-0.8519382025189737
2024-10-17,1.75,-1.3054679581597048,-1.3054679581597048
2024-10-18,2.0,-1.2147620070315588,-1.2147620070315588
2024-10-21,4.5,-0.30770249575009617,-0.30770249575009617
2024-10-22,3.0,-0.8519382025189737,-0.8519382025189737
2024-10-23,3.5,-0.6705263002626812,-0.6705263002626812
2024-10-24,5.0,-0.12629059349380367,-0.12629059349380367
2024-10-28,5.75,0.14582725989063508,0.14582725989063508
2024-10-29,6.75,0.50865106440322,0.50865106440322
2024-11-04,7.25,0.6900629666595126,0.6900629666595126
2024-11-05,7.75,0.8714748689158051,0.8714748689158051
2024-11-06,6.75,0.50865106440322,0.50865106440322
2024-11-07,5.5,0.055121308762488844,0.055121308762488844
2024-11-11,2.0,-1.2147620070315588,-1.2147620070315588
2024-11-15,10.5,1.8692403313254138,1.8692403313254138
2024-11-18,5.5,0.055121308762488844,0.055121308762488844
2024-11-19,3.0,-0.8519382025189737,-0.8519382025189737
2024-11-20,2.75,-0.94264415364712,-0.94264415364712
2024-11-21,7.0,0.5993570155313663,0.5993570155313663
2024-11-25,5.25,-0.035584642365657414,-0.035584642365657414
2024-11-26,2.75,-0.94264415364712,-0.94264415364712
2024-11-28,4.5,-0.30770249575009617,-0.30770249575009617
2024-11-29,5.75,0.14582725989063508,0.14582725989063508
2024-12-02,8.75,1.23429867342839,1.23429867342839
2024-12-03,6.25,0.3272391621469276,0.3272391621469276
2024-12-04,6.5,0.41794511327507383,0.41794511327507383
2024-12-05,6.5,0.41794511327507383,0.41794511327507383
2024-12-10,5.5,0.055121308762488844,0.055121308762488844
2024-12-13,4.5,-0.30770249575009617,-0.30770249575009617
2024-12-16,3.5,-0.6705263002626812,-0.6705263002626812
2024-12-17,2.25,-1.1240560559034125,-1.1240560559034125
2024-12-18,15.5,3.6833593538883385,3.6833593538883385
2024-12-23,4.75,-0.21699654462194992,-0.21699654462194992
2024-12-24,4.5,-0.30770249575009617,-0.30770249575009617
2024-12-26,7.25,0.6900629666595126,0.6900629666595126
2024-12-27,5.0,-0.12629059349380367,-0.12629059349380367
