Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,-0.5511685196024475,-0.5511685196024475
2024-10-01,1.75,-1.2125707431253845,-1.2125707431253845
2024-10-02,6.25,0.7716359274434266,0.7716359274434266
2024-10-03,3.25,-0.5511685196024475,-0.5511685196024475
2024-10-07,4.0,-0.220467407840979,-0.220467407840979
2024-10-08,3.75,-0.3307011117614685,-0.3307011117614685
2024-10-09,4.0,-0.220467407840979,-0.220467407840979
2024-10-14,3.25,-0.5511685196024475,-0.5511685196024475
2024-10-16,3.25,-0.5511685196024475,-0.5511685196024475
2024-10-17,6.75,0.9921033352844055,0.9921033352844055
2024-10-18,4.25,-0.1102337039204895,-0.1102337039204895
2024-10-21,2.5,-0.881869631363916,-0.881869631363916
2024-10-22,4.5,0.0,0.0
2024-10-23,4.5,0.0,0.0
2024-10-24,3.75,-0.3307011117614685,-0.3307011117614685
2024-10-28,3.5,-0.440934815681958,-0.440934815681958
2024-10-29,4.75,0.1102337039204895,0.1102337039204895
2024-11-04,3.0,-0.661402223522937,-0.661402223522937
2024-11-05,3.5,-0.440934815681958,-0.440934815681958
2024-11-06,6.25,0.7716359274434266,0.7716359274434266
2024-11-07,10.0,2.425141486250769,2.425141486250769
2024-11-11,3.25,-0.5511685196024475,-0.5511685196024475
2024-11-15,10.25,2.5353751901712585,2.5353751901712585
2024-11-18,5.25,0.3307011117614685,0.3307011117614685
2024-11-19,5.0,0.220467407840979,0.220467407840979
2024-11-20,3.25,-0.5511685196024475,-0.5511685196024475
2024-11-21,4.5,0.0,0.0
2024-11-25,9.5,2.20467407840979,2.20467407840979
2024-11-26,3.25,-0.5511685196024475,-0.5511685196024475
2024-11-28,4.75,0.1102337039204895,0.1102337039204895
2024-11-29,3.25,-0.5511685196024475,-0.5511685196024475
2024-12-02,8.25,1.6535055588073426,1.6535055588073426
2024-12-03,7.75,1.4330381509663637,1.4330381509663637
2024-12-04,1.5,-1.322804447045874,-1.322804447045874
2024-12-05,5.75,0.5511685196024475,0.5511685196024475
2024-12-10,3.75,-0.3307011117614685,-0.3307011117614685
2024-12-13,3.0,-0.661402223522937,-0.661402223522937
2024-12-16,1.75,-1.2125707431253845,-1.2125707431253845
2024-12-17,5.75,0.5511685196024475,0.5511685196024475
2024-12-18,5.5,0.440934815681958,0.440934815681958
2024-12-23,2.5,-0.881869631363916,-0.881869631363916
2024-12-24,0.75,-1.6535055588073426,-1.6535055588073426
2024-12-26,2.0,-1.102337039204895,-1.102337039204895
2024-12-27,2.75,-0.7716359274434266,-0.7716359274434266
2024-12-30,4.5,0.0,0.0
2024-12-31,3.0,-0.661402223522937,-0.661402223522937
2025-01-02,4.25,-0.1102337039204895,-0.1102337039204895
2025-01-03,3.0,-0.661402223522937,-0.661402223522937
2025-01-06,4.0,-0.220467407840979,-0.220467407840979
2025-01-07,2.25,-0.9921033352844055,-0.9921033352844055
2025-01-08,5.5,0.440934815681958,0.440934815681958
2025-01-09,2.75,-0.7716359274434266,-0.7716359274434266
2025-01-16,5.0,0.220467407840979,0.220467407840979
2025-01-17,5.25,0.3307011117614685,0.3307011117614685
2025-01-20,8.0,1.5432718548868531,1.5432718548868531
2025-01-21,3.5,-0.440934815681958,-0.440934815681958
2025-01-22,3.0,-0.661402223522937,-0.661402223522937
