Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,6.75,0.49608143833734664,0.49608143833734664
2022-12-21,7.75,0.8677370324957323,0.8677370324957323
2022-12-27,7.0,0.588995336876943,0.588995336876943
2022-12-28,4.5,-0.34014364851902124,-0.34014364851902124
2022-12-29,4.5,-0.34014364851902124,-0.34014364851902124
2022-12-30,6.0,0.21733974271855733,0.21733974271855733
2023-01-03,5.5,0.03151194563936448,0.03151194563936448
2023-01-04,3.0,-0.8976270397565999,-0.8976270397565999
2023-01-05,2.0,-1.2692826339149854,-1.2692826339149854
2023-01-10,4.25,-0.43305754705861765,-0.43305754705861765
2023-01-11,3.5,-0.7117992426774069,-0.7117992426774069
2023-01-17,7.0,0.588995336876943,0.588995336876943
2023-01-19,6.5,0.40316753979775016,0.40316753979775016
2023-01-20,3.75,-0.6188853441378105,-0.6188853441378105
2023-01-23,6.25,0.31025364125815375,0.31025364125815375
2023-01-24,8.5,1.1464787281145217,1.1464787281145217
2023-01-25,4.25,-0.43305754705861765,-0.43305754705861765
2023-01-30,3.75,-0.6188853441378105,-0.6188853441378105
2023-01-31,6.75,0.49608143833734664,0.49608143833734664
2023-02-01,3.75,-0.6188853441378105,-0.6188853441378105
2023-02-02,10.5,1.889789916431293,1.889789916431293
2023-02-06,5.25,-0.061401952900231954,-0.061401952900231954
2023-02-07,4.5,-0.34014364851902124,-0.34014364851902124
2023-02-08,4.0,-0.5259714455982141,-0.5259714455982141
2023-02-09,3.5,-0.7117992426774069,-0.7117992426774069
2023-02-15,6.25,0.31025364125815375,0.31025364125815375
2023-02-17,2.75,-0.9905409382961963,-0.9905409382961963
2023-02-21,8.5,1.1464787281145217,1.1464787281145217
2023-02-22,5.5,0.03151194563936448,0.03151194563936448
2023-02-27,17.25,4.398465177000396,4.398465177000396
2023-02-28,13.5,3.00475669890645,3.00475669890645
2023-03-01,11.75,2.354359409129275,2.354359409129275
2023-03-02,15.25,3.655153988683625,3.655153988683625
2023-03-03,12.25,2.540187206208468,2.540187206208468
2023-03-06,12.0,2.4472733076688717,2.4472733076688717
2023-03-07,4.25,-0.43305754705861765,-0.43305754705861765
2023-03-08,9.25,1.4252204237333108,1.4252204237333108
2023-03-09,8.75,1.239392626654118,1.239392626654118
2023-03-16,12.5,2.6331011047480644,2.6331011047480644
2023-03-20,17.5,4.491379075539993,4.491379075539993
2023-03-21,7.75,0.8677370324957323,0.8677370324957323
2023-03-22,6.25,0.31025364125815375,0.31025364125815375
2023-03-23,7.25,0.6819092354165395,0.6819092354165395
2023-03-24,5.25,-0.061401952900231954,-0.061401952900231954
2023-03-27,6.75,0.49608143833734664,0.49608143833734664
2023-03-28,7.25,0.6819092354165395,0.6819092354165395
2023-03-29,9.0,1.3323065251937145,1.3323065251937145
