Datetime,Adj Close,Close,High,Low,Open,Volume
2025-05-26,130.51,130.51,130.55,129.92,130.00,11.03K
2025-05-27,130.74,130.74,131.02,130.53,130.60,32.79K
2025-05-28,130.63,130.63,130.82,130.50,130.75,43.61K
2025-05-29,131.02,131.02,131.13,130.19,130.45,85.10K
2025-05-30,131.02,131.02,131.23,130.75,131.08,260.62K
2025-06-02,130.93,130.93,131.09,130.52,131.08,944.36K
2025-06-03,131.30,131.30,131.49,131.05,131.17,1.72M
2025-06-04,131.07,131.07,131.39,130.94,131.27,974.69K
2025-06-05,130.34,130.34,131.64,130.28,131.25,140.81K
2025-06-06,130.78,130.78,130.92,130.44,130.50,8.98K
2025-06-09,130.30,130.30,130.99,130.13,130.26,731.76K
2025-06-10,130.83,130.83,130.96,130.37,130.48,783.81K
2025-06-11,130.80,130.80,130.97,130.53,130.89,954.75K
2025-06-12,131.32,131.32,131.49,130.73,130.82,1.01M
2025-06-13,130.78,130.78,131.95,130.63,131.47,898.97K
2025-06-16,130.85,130.85,130.96,130.17,130.64,822.52K
2025-06-17,130.76,130.76,131.14,130.49,130.80,790.58K
2025-06-18,131.16,131.16,131.27,130.58,130.86,798.54K
2025-06-19,130.96,130.96,131.17,130.73,131.05,604.83K
2025-06-20,130.93,130.93,131.33,130.73,131.00,666.67K
2025-06-23,131.07,131.07,131.20,130.47,130.84,852.27K
2025-06-24,130.91,130.91,131.18,130.74,130.78,263.08K
