Datetime,Adj Close,Close,High,Low,Open,Volume
2025-07-07,130.06,130.06,130.62,130.02,130.55,720.03K
2025-07-08,129.64,129.64,130.10,129.39,130.04,1.06M
2025-07-09,129.79,129.79,129.98,129.54,129.68,772.60K
2025-07-10,129.45,129.45,130.08,129.38,130.00,800.96K
2025-07-11,129.17,129.17,129.74,129.12,129.55,784.80K
2025-07-14,129.18,129.18,129.41,129.08,129.26,677.79K
2025-07-15,129.46,129.46,129.83,129.19,129.34,875.96K
2025-07-16,129.62,129.62,129.79,129.19,129.43,935.62K
2025-07-17,129.83,129.83,129.92,129.38,129.76,801.79K
2025-07-18,129.55,129.55,129.82,129.49,129.73,547.85K
2025-07-21,130.45,130.45,130.48,129.73,129.77,740.49K
2025-07-22,130.74,130.74,130.76,130.24,130.39,728.41K
2025-07-23,130.58,130.58,130.63,129.77,130.56,956.92K
2025-07-24,129.58,129.58,130.00,129.44,129.97,1.14M
2025-07-25,129.32,129.32,129.62,128.84,129.61,1.03M
2025-07-28,129.73,129.73,129.79,129.12,129.22,793.76K
2025-07-29,129.66,129.66,129.76,129.41,129.64,714.52K
2025-07-30,129.53,129.53,129.84,129.39,129.71,811.81K
2025-07-31,129.70,129.70,129.83,129.46,129.51,906.21K
2025-08-01,129.80,129.80,130.21,129.12,129.43,1.25M
2025-08-04,130.27,130.27,130.44,129.50,130.06,736.36K
2025-08-05,130.35,130.35,130.60,130.10,130.44,725.25K
2025-08-06,130.18,130.18,130.41,129.79,130.34,631.69K
2025-08-07,130.29,130.29,130.37,129.91,130.10,811.45K
