Datetime,Close,High,Low,Open,Volume
2025-06-16 13:30:00+00:00,42419.328125,42429.46875,42300.12890625,42300.12890625,0.0
2025-06-16 13:31:00+00:00,42444.28125,42446.25,42417.44140625,42417.44140625,3415883.0
2025-06-16 13:32:00+00:00,42444.2890625,42452.1796875,42422.62109375,42438.2109375,2786233.0
2025-06-16 13:33:00+00:00,42455.66015625,42463.37890625,42444.078125,42447.359375,2039067.0
2025-06-16 13:34:00+00:00,42472.3515625,42475.421875,42450.1796875,42458.98046875,2184404.0
2025-06-16 13:35:00+00:00,42483.75,42486.6796875,42457.78125,42470.26171875,2504438.0
2025-06-16 13:36:00+00:00,42459.75,42482.1015625,42446.12890625,42481.6796875,2073664.0
2025-06-16 13:37:00+00:00,42469.8203125,42481.25,42455.69140625,42459.53125,1861657.0
2025-06-16 13:38:00+00:00,42470.0390625,42474.359375,42465.9609375,42470.53125,1658468.0
2025-06-16 13:39:00+00:00,42454.1484375,42471.76171875,42451.25,42469.4609375,1511735.0
2025-06-16 13:40:00+00:00,42473.0,42473.98828125,42450.390625,42453.48828125,1921440.0
2025-06-16 13:41:00+00:00,42479.0703125,42482.6015625,42471.6796875,42476.5703125,1364608.0
2025-06-16 13:42:00+00:00,42481.390625,42495.23046875,42476.03125,42477.48046875,1441487.0
2025-06-16 13:43:00+00:00,42491.390625,42492.41015625,42476.76953125,42481.05859375,1195983.0
2025-06-16 13:44:00+00:00,42477.0,42498.91015625,42472.12109375,42489.26953125,1704496.0
2025-06-16 13:45:00+00:00,42520.140625,42520.140625,42476.3203125,42476.3203125,1814427.0
2025-06-16 13:46:00+00:00,42537.55078125,42541.96875,42528.73046875,42529.2890625,1617846.0
2025-06-16 13:47:00+00:00,42502.1015625,42538.28125,42500.0,42537.03125,1637555.0
2025-06-16 13:48:00+00:00,42517.19140625,42521.87109375,42497.05078125,42500.75,1185944.0
2025-06-16 13:49:00+00:00,42560.01171875,42571.48046875,42518.80078125,42518.80078125,2802770.0
2025-06-16 13:50:00+00:00,42546.25,42562.640625,42543.5703125,42562.640625,1415958.0
